session_id	cookie_id	individual_id	session_seq	url	creation_datetime	function	logic	intention	duration	active_duration	loading_time	ip
23764999	cookie_id	individual_id	8	https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome%2fLogout	2016-08-01 01:03:04.209000	function	logic	intention	16501	16501	-1	ip
23765025	cookie_id	individual_id	4	app://com.cathaybk.mymobibank.android.app/TabBarActivity	2016-08-01 01:00:10.296000	function	logic	intention	95	95	-1	ip
23765025	cookie_id	individual_id	5	app://com.cathaybk.mymobibank.android.app/MyBankTabGroup	2016-08-01 01:00:10.391000	function	logic	intention	109	109	-1	ip
23765025	cookie_id	individual_id	6	app://com.cathaybk.mymobibank.android.app/NewMyBank	2016-08-01 01:00:10.500000	function	logic	intention	31322	31322	-1	ip
23765025	cookie_id	individual_id	7	app://com.cathaybk.mymobibank.android.app/LastestTabGroup	2016-08-01 01:00:41.822000	function	logic	intention	93	93	-1	ip
23765025	cookie_id	individual_id	8	app://com.cathaybk.mymobibank.android.app/LastestActivity	2016-08-01 01:00:41.915000	function	logic	intention	0	0	-1	ip
23765207	cookie_id	individual_id	4	https://www.mybank.com.tw/mybank	2016-08-01 01:14:47.289000	function	logic	intention	27629	27629	-1	ip
23765207	cookie_id	individual_id	5	https://www.mybank.com.tw/MyBank/Quicklinks/Home	2016-08-01 01:15:17.485000	function	logic	intention	4825	4825	2568	ip
23765207	cookie_id	individual_id	6	https://www.mybank.com.tw/MyBank/Quicklinks/Home	2016-08-01 01:15:22.671000	function	logic	intention	51283	51283	361	ip
23765207	cookie_id	individual_id	7	https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout	2016-08-01 01:16:14.157000	function	logic	intention	991	991	250	ip
23765231	cookie_id	individual_id	7	https://www.myb2b.com.tw/ebank/default.asp?chip=Y	2016-08-01 01:06:25.128000	function	logic	intention	8208	8208	3497	ip
23765231	cookie_id	individual_id	8	https://www.myb2b.com.tw/ebank/ebloginok.asp?CertNo=N12434853602&VisitTimes=1469&LastVisitDate=201607310141&Check=false	2016-08-01 01:06:33.258000	function	logic	intention	159579	121000	-1	ip
23765231	cookie_id	individual_id	9	https://www.myb2b.com.tw/ebank/top_new.asp?CertNo=N12434853602	2016-08-01 01:06:33.476000	function	logic	intention	160236	122554	-1	ip
23765231	cookie_id	individual_id	10	https://www.myb2b.com.tw/ebank/EBADBoard01.asp	2016-08-01 01:06:33.898000	function	logic	intention	159236	121710	-1	ip
23765231	cookie_id	individual_id	11	https://www.myb2b.com.tw/ebank/AccountQuery.asp?check=false	2016-08-01 01:06:34.429000	function	logic	intention	158986	121710	-1	ip
23765231	cookie_id	individual_id	12	https://www.myb2b.com.tw/ebank/top_new.asp?Root=CustomerMap	2016-08-01 01:06:36.578000	function	logic	intention	158265	120568	-1	ip
23765231	cookie_id	individual_id	13	https://www.myb2b.com.tw/ebank/CustomerMap.asp	2016-08-01 01:06:36.578000	function	logic	intention	158546	121131	-1	ip
23765231	cookie_id	individual_id	14	https://www.myb2b.com.tw/ebank/top_new.asp?	2016-08-01 01:06:38.780000	function	logic	intention	160425	123098	-1	ip
23765231	cookie_id	individual_id	15	https://www.myb2b.com.tw/ebank/EBPLR20E0.asp?AP_ID=NETPLR&SERVICE_ID=20E0&Parent_Service_ID=Transfer	2016-08-01 01:06:38.359000	function	logic	intention	159003	121676	-1	ip
23765231	cookie_id	individual_id	16	https://www.myb2b.com.tw/ebank/EBPLR20A01_1.asp?AP_ID=NETPLR&SERVICE_ID=20E0&Required=true	2016-08-01 01:07:25.786000	function	logic	intention	112435	112435	-1	ip
